step	elapsed_tokens	elapsed_examples	training_loss	training_sequence_accuracy	training_token_accuracy
2057	609412	8228	0.015592611382899598	1.0	1.0
2058	609640	8232	0.019417448739266742	1.0	1.0
2059	609964	8236	0.01508985972823873	1.0	1.0
2060	610288	8240	0.013356850271593659	1.0	1.0
2061	610644	8244	0.013872373949933542	1.0	1.0
2062	610904	8248	0.014653450023904712	1.0	1.0
2063	611228	8252	0.014554026037516928	1.0	1.0
2064	611488	8256	0.01800233738411407	1.0	1.0
2065	611780	8260	0.013996948182310873	1.0	1.0
2066	612040	8264	0.01722546041922872	1.0	1.0
2067	612300	8268	0.016110188950972316	1.0	1.0
2068	612656	8272	0.015203017213759773	1.0	1.0
2069	612884	8276	0.021605710886174818	1.0	1.0
2070	613112	8280	0.01741319261745332	1.0	1.0
2071	613436	8284	0.01576210964428395	1.0	1.0
2072	613664	8288	0.017875655458073132	1.0	1.0
2073	613892	8292	0.02038593780291754	1.0	1.0
2074	614312	8296	0.013237810352948453	1.0	1.0
2075	614604	8300	0.016936560778486418	1.0	1.0
2076	614928	8304	0.009373301441227739	1.0	1.0
2077	615252	8308	0.012710243310317027	1.0	1.0
2078	615512	8312	0.014117433858424757	1.0	1.0
2079	615932	8316	0.012060494344324517	1.0	1.0
2080	616288	8320	0.016091061131120306	1.0	1.0
2081	616516	8324	0.020737565848246015	1.0	1.0
2082	616680	8328	0.01731710375249155	1.0	1.0
2083	616972	8332	0.01577766917611093	1.0	1.0
2084	617232	8336	0.01580409440967351	1.0	1.0
2085	617652	8340	0.013474565136568186	1.0	1.0
2086	618072	8344	0.01813670108828365	1.0	1.0
2087	618268	8348	0.011484009516150973	1.0	1.0
2088	618560	8352	0.01339397253005978	1.0	1.0
2089	618788	8356	0.015133861180150754	1.0	1.0
2090	619080	8360	0.013602233331080621	1.0	1.0
2091	619308	8364	0.0178526812661134	1.0	1.0
2092	619760	8368	0.013962461907884803	1.0	1.0
2093	620116	8372	0.012580730294342791	1.0	1.0
2094	620472	8376	0.016350079200084	1.0	1.0
2095	620668	8380	0.04094315297961813	0.75	0.9333333333333333
2096	620864	8384	0.023480557683047607	1.0	1.0
2097	621316	8388	0.02312509712756969	0.75	0.9615384615384616
2098	621832	8392	0.009224615136323845	1.0	1.0
2099	622156	8396	0.013690992329760399	1.0	1.0
2100	623152	8400	0.007083693710110465	1.0	1.0
2101	623316	8404	0.015560600318885861	1.0	1.0
2102	623544	8408	0.021764448405441013	1.0	1.0
2103	623836	8412	0.01717693753761397	1.0	1.0
2104	624128	8416	0.016489569828704746	1.0	1.0
2105	624356	8420	0.017478146059830196	1.0	1.0
2106	624680	8424	0.016928101881419026	1.0	1.0
2107	625100	8428	0.013486698883663516	1.0	1.0
2108	625328	8432	0.01754687732350574	1.0	1.0
2109	625940	8436	0.010912601446943164	1.0	1.0
2110	626232	8440	0.01485012839450838	1.0	1.0
2111	626492	8444	0.01439652874890186	1.0	1.0
2112	626688	8448	0.02092076965570759	1.0	1.0
2113	627012	8452	0.016467778133771503	1.0	1.0
2114	627336	8456	0.017256892233286792	1.0	1.0
2115	627596	8460	0.018029380428505153	1.0	1.0
2116	627920	8464	0.015411544374157338	1.0	1.0
2117	628148	8468	0.016520402467289717	1.0	1.0
2118	628376	8472	0.016708267237859238	1.0	1.0
2119	628700	8476	0.016227087269329005	1.0	1.0
2120	628928	8480	0.020953439933721278	1.0	1.0
2121	629220	8484	0.020834057811007525	1.0	1.0
2122	629448	8488	0.01985047759021125	1.0	1.0
2123	629708	8492	0.016023277213399183	1.0	1.0
2124	630032	8496	0.013930717846712282	1.0	1.0
2125	630292	8500	0.013798437718968373	1.0	1.0
2126	630520	8504	0.01745698152266925	1.0	1.0
2127	630780	8508	0.0183684057220891	1.0	1.0
2128	631040	8512	0.019645528614975875	1.0	1.0
2129	631524	8516	0.011495940605412518	1.0	1.0
2130	631784	8520	0.016467749533516773	1.0	1.0

